-48.9375		-97.9375		1.25		107782877000		315967505078
-48.9375		-97.9375		0.75		107822916000		315967505118
-49.1875		-97.6875		0.75		107864053000		315967505159
-48.9375		-97.4375		1.0		107902719000		315967505198
-48.6875		-97.4375		0.75		107942484000		315967505238
-48.4375		-97.6875		1.0		107982431000		315967505278
-48.4375		-98.1875		0.75		108022348000		315967505317
-48.6875		-97.4375		0.75		108054208000		315967505349
-48.4375		-97.4375		1.25		108092203000		315967505387
-48.9375		-97.1875		1.25		108132303000		315967505427
-48.4375		-96.9375		1.25		108172311000		315967505467
-48.4375		-97.1875		1.0		108212320000		315967505508
-49.1875		-96.9375		1.0		108260568000		315967505556
-49.1875		-97.1875		0.5		108302621000		315967505598
-49.1875		-97.1875		0.25		108342386000		315967505637
-48.9375		-97.4375		0.75		108382242000		315967505678
-48.4375		-97.6875		1.25		108422403000		315967505718
-47.9375		-97.6875		1.5		108462320000		315967505757
-48.1875		-97.9375		1.75		108502420000		315967505798
-48.1875		-97.9375		1.5		108542337000		315967505837
-47.9375		-97.4375		1.0		108582651000		315967505878
-48.4375		-97.4375		1.25		108622568000		315967505918
-48.4375		-97.1875		1.75		108702371000		315967505997
-48.6875		-97.1875		1.5		108742410000		315967506038
-48.4375		-96.6875		0.75		108782327000		315967506077
-48.1875		-96.6875		0.75		108822427000		315967506118
-48.4375		-96.6875		0.5		108862497000		315967506185
-48.4375		-96.9375		1.0		108903452000		315967506198
-48.4375		-96.9375		1.5		108942209000		315967506238
-48.6875		-96.6875		1.75		108972330000		315967506312
-48.1875		-96.9375		2.0		109012338000		315967506315
-48.1875		-97.1875		2.0		109042459000		315967506337
-48.6875		-97.6875		2.5		109082803000		315967506379
-48.9375		-97.6875		2.5		109122293000		315967506418
-49.4375		-97.4375		2.25		109162637000		315967506458
-49.1875		-97.1875		2.0		109202615000		315967506498
-48.4375		-97.1875		1.75		109242349000		315967506537
-48.1875		-97.4375		1.25		109282327000		315967506577
-47.6875		-97.6875		1.0		109322519000		315967506618
-48.1875		-97.4375		1.25		109362344000		315967506658
-47.6875		-96.9375		1.5		109452310000		315967506747
-47.9375		-96.9375		1.25		109494241000		315967506789
-47.6875		-97.1875		1.25		109533182000		315967506828
-48.1875		-96.6875		0.5		109572458000		315967506868
-48.6875		-96.6875		0.5		109612833000		315967506908
-48.6875		-96.4375		0.5		109652292000		315967506947
-48.6875		-96.6875		0.25		109692422000		315967506988
-48.1875		-96.9375		0.5		109732370000		315967507028
-48.1875		-97.4375		0.25		109772317000		315967507068
-47.9375		-97.1875		0.5		109812357000		315967507108
-48.1875		-96.9375		0.0		109852426000		315967507147
-48.6875		-97.4375		0.0		109972238000		315967507268
-48.6875		-97.6875		0.75		110012369000		315967507308
-48.6875		-97.9375		1.0		110052408000		315967507347
-48.6875		-97.6875		0.75		110092630000		315967507388
-48.9375		-97.6875		0.5		110143961000		315967507442
-48.6875		-97.6875		0.25		110182413000		315967507478
-48.4375		-97.6875		1.0		110262338000		315967507557
-47.9375		-97.6875		1.25		110302866000		315967507598
-47.6875		-97.4375		1.25		110342874000		315967507638
-47.6875		-97.1875		1.0		110383157000		315967507679
-47.6875		-97.1875		0.75		110422342000		315967507717
-47.1875		-97.1875		1.0		110462350000		315967507758
-47.1875		-97.1875		0.75		110502328000		315967507798
-47.4375		-96.9375		0.5		110549966000		315967507846
-47.4375		-97.1875		0.75		110582254000		315967507877
-47.9375		-97.1875		0.25		110622324000		315967507917
-48.6875		-97.1875		0.25		110662271000		315967507957
-48.6875		-97.6875		0.25		110702341000		315967507997
-48.6875		-97.4375		-0.5		110732889000		315967508028
-48.4375		-97.1875		-0.5		110772745000		315967508068
-47.9375		-96.9375		-0.5		110812570000		315967508108
-47.6875		-96.9375		-0.25		110842447000		315967508138
-47.9375		-96.9375		-0.25		110883920000		315967508179
-48.4375		-96.9375		-0.75		110922403000		315967508218
-48.4375		-97.1875		-0.75		110962381000		315967508258
-48.4375		-96.9375		-0.5		111010416000		315967508306
-48.4375		-96.6875		-0.25		111044809000		315967508340
-48.4375		-96.9375		0.0		111083383000		315967508379
-48.1875		-96.9375		0.0		111122690000		315967508418
-48.1875		-96.9375		-0.25		111162424000		315967508457
-48.1875		-97.1875		-0.5		111202310000		315967508497
-48.1875		-96.9375		0.0		111242715000		315967508538
-48.4375		-97.1875		-0.25		111282968000		315967508578
-48.6875		-97.1875		-0.5		111322397000		315967508617
-48.4375		-97.4375		-0.25		111362436000		315967508658
-47.9375		-97.4375		-0.5		111392465000		315967508687
-47.6875		-96.9375		-0.75		111432291000		315967508727
-47.4375		-97.1875		-0.5		111472330000		315967508767
-47.1875		-96.6875		-0.75		111512460000		315967508828
-47.1875		-96.9375		-0.75		111553262000		315967508848
-47.1875		-97.4375		0.0		111592294000		315967508888
-47.4375		-96.9375		0.5		111633676000		315967508959
-47.6875		-97.6875		0.25		111672433000		315967508974
-48.1875		-97.4375		0.75		111712350000		315967509007
-48.4375		-97.1875		0.25		111753732000		315967509050
-48.1875		-97.6875		0.0		111792459000		315967509088
-48.4375		-97.6875		0.5		111832376000		315967509127
