1.607201		3.8681788		9.043911		107782877000		315967505079
1.6072327		3.868178		9.043879		107822916000		315967505118
1.6074679		3.8681777		9.043713		107864053000		315967505160
1.6081862		3.8682058		9.043463		107902719000		315967505198
1.6097822		3.8683841		9.043501		107942484000		315967505238
1.612462		3.8688805		9.044245		107982431000		315967505278
1.6161585		3.8697333		9.045707		108022348000		315967505318
1.6200607		3.8706698		9.047399		108054208000		315967505349
1.6244445		3.8716817		9.049404		108092203000		315967505388
1.6293291		3.872717		9.051176		108132303000		315967505428
1.6347642		3.873846		9.051651		108172311000		315967505468
1.6408457		3.8752875		9.05011		108212320000		315967505508
1.6483843		3.8776264		9.046165		108260568000		315967505557
1.6560564		3.8804455		9.042264		108302621000		315967505599
1.6634107		3.8834372		9.039681		108342386000		315967505638
1.6702015		3.8863597		9.03883		108382242000		315967505678
1.6760862		3.889045		9.039308		108422403000		315967505718
1.680707		3.891343		9.040226		108462320000		315967505758
1.683963		3.892946		9.040715		108502420000		315967505798
1.686068		3.8933342		9.040078		108542337000		315967505838
1.6872702		3.8920398		9.037785		108582651000		315967505878
1.6877022		3.8891292		9.033776		108622568000		315967505918
1.6874317		3.8851511		9.028544		108663553000		315967505959
1.6866755		3.881243		9.023472		108702371000		315967505998
1.6855553		3.877885		9.019705		108742410000		315967506038
1.684185		3.8747249		9.017993		108782327000		315967506078
1.6824281		3.8710778		9.018375		108822427000		315967506118
1.6797287		3.8670645		9.020683		108862497000		315967506186
1.6747514		3.863729		9.025288		108903452000		315967506199
1.6660179		3.8619037		9.032301		108942209000		315967506239
1.6544663		3.861148		9.040607		108972330000		315967506315
1.6358823		3.862039		9.0532055		109012338000		315967506315
1.6167523		3.8639405		9.0668335		109042459000		315967506338
1.5963848		3.867342		9.082604		109082803000		315967506379
1.577858		3.8696876		9.095242		109122293000		315967506418
1.5624833		3.8684304		9.0996475		109162637000		315967506458
1.5512246		3.8631265		9.093899		109202615000		315967506498
1.5448126		3.8553264		9.080174		109242349000		315967506538
1.5433972		3.8470736		9.063404		109282327000		315967506578
1.5461633		3.8398223		9.049399		109322519000		315967506618
1.5515037		3.8341138		9.042393		109362344000		315967506658
1.5576621		3.8296957		9.043847		109402231000		315967506697
1.5632812		3.8251238		9.056804		109452310000		315967506748
1.5664494		3.8194413		9.073739		109494241000		315967506790
1.5668108		3.8121097		9.09161		109533182000		315967506829
1.5641775		3.8029668		9.109272		109572458000		315967506868
1.5587375		3.7923527		9.126435		109612833000		315967506909
1.5517318		3.7813327		9.142515		109652292000		315967506948
1.5441797		3.7705894		9.156554		109692422000		315967506988
1.5364871		3.7603567		9.166964		109732370000		315967507028
1.5285102		3.7501695		9.172733		109772317000		315967507068
1.520346		3.7396483		9.174569		109812357000		315967507108
1.5125918		3.7290976		9.175079		109852426000		315967507148
1.5060954		3.7189207		9.177057		109892252000		315967507188
1.5014018		3.708701		9.1812725		109932382000		315967507227
1.4982338		3.6975389		9.185774		109972238000		315967507268
1.4955958		3.6849184		9.188094		110012369000		315967507308
1.4927301		3.6716042		9.188476		110052408000		315967507348
1.4900694		3.6588778		9.190235		110092630000		315967507388
1.4890888		3.646539		9.197805		110143961000		315967507442
1.4895093		3.636343		9.205653		110182413000		315967507478
1.4913366		3.6271124		9.209501		110232217000		315967507527
1.4930109		3.6193707		9.2097		110262338000		315967507558
1.494596		3.6126077		9.204137		110302866000		315967507599
1.4960129		3.607516		9.196664		110342874000		315967507638
1.4967846		3.6047122		9.189934		110383157000		315967507679
1.4961791		3.6043742		9.185097		110422342000		315967507718
1.494179		3.6065774		9.183508		110462350000		315967507758
1.491859		3.6108265		9.186001		110502328000		315967507798
1.4895895		3.6175413		9.192507		110549966000		315967507846
1.487314		3.6243663		9.198441		110582254000		315967507878
1.4843872		3.6321676		9.20349		110622324000		315967507918
1.4813143		3.6399798		9.208074		110662271000		315967507958
1.4787307		3.646478		9.212753		110702341000		315967507998
1.4768131		3.6507704		9.217024		110732889000		315967508028
1.4753343		3.650957		9.220459		110772745000		315967508068
1.4733922		3.646601		9.221947		110812570000		315967508108
1.4708167		3.6401744		9.22225		110842447000		315967508138
1.466581		3.6295915		9.22208		110883920000		315967508179
1.4626007		3.6176426		9.222898		110922403000		315967508218
1.4602965		3.6054134		9.224325		110962381000		315967508258
1.4602189		3.5931103		9.224222		111010416000		315967508306
1.4606934		3.5829697		9.222353		111044809000		315967508340
1.4613154		3.574951		9.218128		111083383000		315967508379
1.4615252		3.5691347		9.212446		111122690000		315967508418
1.4607353		3.565794		9.206836		111162424000		315967508458
1.459283		3.5651329		9.203413		111202310000		315967508498
1.4585081		3.5665865		9.203757		111242715000		315967508538
1.4591529		3.5687754		9.207244		111282968000		315967508578
1.4605687		3.5704443		9.211437		111322397000		315967508618
1.4618449		3.5709267		9.214018		111362436000		315967508658
1.4626714		3.5707538		9.214846		111392465000		315967508688
1.4628966		3.570278		9.21347		111432291000		315967508728
1.46273		3.5706668		9.2117405		111472330000		315967508768
1.4624057		3.5727332		9.2111845		111512460000		315967508828
1.4621537		3.5768619		9.212217		111553262000		315967508848
1.4619167		3.582729		9.2139015		111592294000		315967508888
1.4614253		3.5908623		9.215804		111633676000		315967508960
1.4613051		3.6014771		9.218769		111672433000		315967508975
1.463282		3.6156943		9.223047		111712350000		315967509007
1.4687073		3.6332147		9.224878		111753732000		315967509050
1.476136		3.6510396		9.21914		111792459000		315967509088
1.4837528		3.6675448		9.202628		111832376000		315967509128
